customer_state,customer_city,total_customers,total_orders,avg_orders_per_customer
SP,"sao paulo",14984,15540,1.04
RJ,"rio de janeiro",6620,6882,1.04
MG,"belo horizonte",2672,2773,1.04
DF,brasilia,2069,2131,1.03
PR,curitiba,1465,1521,1.04
SP,campinas,1398,1444,1.03
RS,"porto alegre",1326,1379,1.04
BA,salvador,1209,1245,1.03
SP,guarulhos,1153,1189,1.03
SP,"sao bernardo do campo",908,938,1.03
RJ,niteroi,811,849,1.05
SP,"santo andre",768,796,1.04
SP,osasco,717,746,1.04
SP,santos,692,713,1.03
GO,goiania,671,692,1.03
SP,"sao jose dos campos",666,691,1.04
CE,fortaleza,643,654,1.02
SP,sorocaba,610,633,1.04
PE,recife,590,613,1.04
SC,florianopolis,546,570,1.04
SP,jundiai,547,565,1.03
SP,"ribeirao preto",489,510,1.04
PA,belem,432,443,1.03
RJ,"nova iguacu",432,442,1.02
SP,barueri,419,433,1.03
MG,"juiz de fora",415,427,1.03
MG,contagem,417,426,1.02
RJ,"sao goncalo",399,409,1.03
SP,"mogi das cruzes",371,383,1.03
ES,vitoria,366,379,1.04
MG,uberlandia,367,374,1.02
SP,piracicaba,360,369,1.03
MA,"sao luis",341,353,1.04
SP,"sao jose do rio preto",330,335,1.02
ES,"vila velha",325,334,1.03
SP,carapicuiba,320,328,1.03
SP,maua,314,323,1.03
MS,"campo grande",315,320,1.02
SP,"praia grande",292,311,1.07
PR,londrina,298,306,1.03
SP,"taboao da serra",285,296,1.04
SP,diadema,274,286,1.04
ES,serra,278,285,1.03
PI,teresina,271,281,1.04
SP,indaiatuba,269,280,1.04
SP,"sao caetano do sul",267,277,1.04
SP,bauru,267,273,1.02
PR,maringa,261,271,1.04
SP,taubate,266,270,1.02
RJ,"duque de caxias",262,266,1.02
SC,joinville,260,264,1.02
PB,"joao pessoa",241,256,1.06
SP,cotia,244,250,1.02
MT,cuiaba,242,248,1.02
AL,maceio,243,247,1.02
RJ,petropolis,220,240,1.09
RJ,macae,232,239,1.03
RJ,"campos dos goytacazes",235,238,1.01
SP,"sao carlos",226,236,1.04
SP,suzano,222,234,1.05
RJ,"volta redonda",226,232,1.03
SP,guaruja,215,226,1.05
SE,aracaju,220,225,1.02
RS,"caxias do sul",213,224,1.05
SP,americana,220,224,1.02
MG,"montes claros",206,211,1.02
RS,canoas,202,210,1.04
RN,natal,203,207,1.02
MG,betim,201,203,1.01
SP,marilia,195,196,1.01
SP,jacarei,189,194,1.03
RS,"santa maria",188,194,1.03
MG,uberaba,182,191,1.05
SP,limeira,181,190,1.05
SC,blumenau,183,188,1.03
RS,pelotas,180,186,1.03
BA,"feira de santana",176,185,1.05
SP,"santana de parnaiba",177,185,1.05
SP,sumare,177,183,1.03
SP,valinhos,178,183,1.03
SP,itaquaquecetuba,166,172,1.04
MG,ipatinga,168,171,1.02
SP,itapevi,169,170,1.01
SC,"sao jose",166,169,1.02
SP,"embu das artes",162,165,1.02
SP,"sao vicente",161,163,1.01
SP,franca,160,161,1.01
SP,"presidente prudente",158,161,1.02
SP,atibaia,154,159,1.03
SP,araraquara,150,155,1.03
SP,"rio claro",148,154,1.04
RJ,"nova friburgo",145,152,1.05
PR,cascavel,146,148,1.01
SP,"braganca paulista",142,146,1.03
SP,hortolandia,143,145,1.01
PR,"ponta grossa",135,143,1.06
MG,"governador valadares",140,141,1.01
SP,aracatuba,136,141,1.04
AM,manaus,135,140,1.04
ES,cariacica,136,139,1.02
RJ,marica,136,139,1.02
MG,divinopolis,136,137,1.01
RJ,"rio das ostras",135,137,1.01
SP,itu,133,136,1.02
PE,"jaboatao dos guararapes",134,135,1.01
RJ,"sao joao de meriti",130,134,1.03
PR,"sao jose dos pinhais",128,133,1.04
MG,"pouso alegre",124,131,1.06
SP,paulinia,125,130,1.04
MG,"sete lagoas",123,128,1.04
RS,"rio grande",122,125,1.02
RJ,"barra mansa",120,123,1.03
RS,"novo hamburgo",120,123,1.03
ES,"cachoeiro de itapemirim",118,122,1.03
MG,"pocos de caldas",117,122,1.04
RJ,teresopolis,115,120,1.04
SC,itajai,118,120,1.02
SP,"santa barbara d'oeste",118,119,1.01
RJ,"cabo frio",116,117,1.01
RJ,resende,115,117,1.02
GO,anapolis,110,113,1.03
RO,"porto velho",105,113,1.08
RS,"passo fundo",112,113,1.01
RS,gravatai,108,112,1.04
RJ,"belford roxo",109,111,1.02
RJ,mage,106,111,1.05
SP,"ferraz de vasconcelos",107,111,1.04
GO,"aparecida de goiania",104,110,1.06
SP,"franco da rocha",104,109,1.05
SP,"ribeirao pires",107,109,1.02
RJ,nilopolis,105,107,1.02
RS,"sao leopoldo",101,105,1.04
SC,chapeco,99,103,1.04
SP,caieiras,99,102,1.03
MG,"ribeirao das neves",96,101,1.05
SP,botucatu,99,101,1.02
SP,cajamar,99,101,1.02
SP,pindamonhangaba,96,101,1.05
SP,"francisco morato",93,100,1.08
MG,"patos de minas",97,100,1.03
SC,"balneario camboriu",98,100,1.02
MG,"nova lima",95,98,1.03
SP,guaratingueta,97,98,1.01
SP,"itapecerica da serra",97,98,1.01
SP,itatiba,94,97,1.03
SP,salto,93,95,1.02
SP,vinhedo,94,95,1.01
SC,palhoca,94,95,1.01
MG,itajuba,91,94,1.03
SP,araras,89,94,1.06
MG,"santa luzia",91,93,1.02
PE,olinda,92,93,1.01
SC,criciuma,93,93,1.00
SP,mogi-guacu,88,93,1.06
BA,"vitoria da conquista",91,92,1.01
TO,palmas,90,91,1.01
MG,varginha,84,89,1.06
MG,vicosa,87,89,1.02
SC,"jaragua do sul",85,89,1.05
SP,caraguatatuba,88,89,1.01
PA,ananindeua,85,88,1.04
PR,"foz do iguacu",85,87,1.02
RJ,"angra dos reis",82,85,1.04
SP,jandira,79,85,1.08
SP,poa,81,85,1.05
SP,votorantim,84,85,1.01
MG,"conselheiro lafaiete",83,84,1.01
SC,lages,81,84,1.04
SP,assis,79,84,1.06
MG,lavras,81,83,1.02
SP,lorena,78,83,1.06
SP,"sao joao da boa vista",76,82,1.08
SP,itanhaem,77,80,1.04
SP,ourinhos,79,80,1.01
SP,"varzea paulista",75,80,1.07
MG,barbacena,74,80,1.08
MG,itabira,79,79,1.00
SP,birigui,76,79,1.04
SP,cubatao,76,79,1.04
SP,"sao roque",77,79,1.03
SP,itapetininga,77,78,1.01
MG,araxa,78,78,1.00
RJ,araruama,75,77,1.03
SP,"mogi mirim",71,76,1.07
SP,ubatuba,72,76,1.06
SP,mairipora,74,75,1.01
SP,tatui,73,75,1.03
BA,"lauro de freitas",73,75,1.03
MG,"teofilo otoni",73,75,1.03
RJ,mesquita,73,75,1.03
SP,catanduva,71,75,1.06
SP,cacapava,72,74,1.03
SP,jau,72,74,1.03
RS,viamao,70,73,1.04
SP,barretos,72,73,1.01
BA,ilheus,72,72,1.00
RS,cachoeirinha,68,72,1.06
PR,toledo,70,71,1.01
AC,"rio branco",66,70,1.06
PR,pinhais,69,69,1.00
SP,aruja,66,69,1.05
SP,pirassununga,67,69,1.03
PB,"campina grande",68,68,1.00
ES,guarapari,64,67,1.05
MG,"sao joao del rei",66,67,1.02
SP,amparo,61,67,1.10
GO,"rio verde",65,66,1.02
ES,colatina,63,65,1.03
ES,linhares,61,65,1.07
MG,manhuacu,65,65,1.00
MT,rondonopolis,60,65,1.08
PE,petrolina,65,65,1.00
PR,guarapuava,64,65,1.02
RS,bage,64,65,1.02
MG,muriae,64,64,1.00
MS,dourados,59,64,1.08
PE,caruaru,64,64,1.00
SP,avare,63,64,1.02
MG,paracatu,60,63,1.05
SP,votuporanga,61,63,1.03
SP,jaguariuna,62,62,1.00
SP,sertaozinho,61,62,1.02
BA,itabuna,60,62,1.03
MG,caratinga,61,62,1.02
PR,colombo,59,62,1.05
RS,"santa cruz do sul",60,62,1.03
BA,camacari,59,61,1.03
PR,paranagua,58,60,1.03
RJ,itaborai,57,60,1.05
SC,brusque,57,60,1.05
SC,tubarao,55,60,1.09
SP,"sao sebastiao",59,60,1.02
MG,"lagoa santa",56,59,1.05
RN,parnamirim,57,59,1.04
RS,erechim,53,58,1.09
MG,itauna,54,57,1.06
MG,"ouro preto",56,57,1.02
MG,ituiutaba,47,56,1.19
PR,"campo mourao",54,56,1.04
RS,"bento goncalves",54,56,1.04
SP,cruzeiro,54,56,1.04
SP,itapira,53,55,1.04
SP,lins,54,55,1.02
SP,jaboticabal,52,54,1.04
AP,macapa,53,54,1.02
GO,jatai,54,54,1.00
MG,araguari,53,54,1.02
MG,timoteo,51,54,1.06
MG,unai,53,54,1.02
PR,araucaria,52,54,1.04
RJ,"barra do pirai",51,54,1.06
RJ,queimados,53,54,1.02
MG,uba,51,53,1.04
PR,"pato branco",51,53,1.04
SP,fernandopolis,53,53,1.00
SP,itapeva,52,53,1.02
SP,tupa,53,53,1.00
SP,matao,52,52,1.00
BA,barreiras,51,52,1.02
PR,apucarana,50,52,1.04
PR,"francisco beltrao",50,52,1.04
RS,ijui,50,52,1.04
SP,cosmopolis,49,52,1.06
MG,"joao monlevade",47,51,1.09
MG,"nova serrana",51,51,1.00
SP,bebedouro,50,51,1.02
MG,ibirite,48,50,1.04
RS,alvorada,50,50,1.00
RS,lajeado,47,50,1.06
SC,concordia,49,50,1.02
SP,boituva,48,50,1.04
SP,leme,48,50,1.04
SP,registro,46,50,1.09
SP,bertioga,47,49,1.04
ES,"sao mateus",44,48,1.09
RJ,itaguai,47,48,1.02
RS,uruguaiana,48,48,1.00
SP,"campo limpo paulista",47,48,1.02
MG,patrocinio,46,47,1.02
PR,paranavai,46,47,1.02
RJ,itaperuna,45,47,1.04
RJ,saquarema,40,47,1.18
SC,videira,47,47,1.00
MT,sinop,44,46,1.05
RJ,"sao pedro da aldeia",44,46,1.05
RS,"santo angelo",43,46,1.07
SP,embu-guacu,45,46,1.02
SP,ilhabela,45,46,1.02
SP,"lencois paulista",45,45,1.00
MG,vespasiano,44,45,1.02
RR,"boa vista",44,45,1.02
SC,"sao bento do sul",44,45,1.02
BA,juazeiro,44,44,1.00
MG,curvelo,42,44,1.05
PA,santarem,43,44,1.02
SC,itapema,42,44,1.05
SP,itupeva,44,44,1.00
SP,louveira,42,44,1.05
SP,peruibe,43,44,1.02
SP,"sao jose do rio pardo",42,44,1.05
SP,"vargem grande paulista",43,44,1.02
MG,alfenas,42,43,1.02
MG,passos,43,43,1.00
MG,"tres coracoes",42,43,1.02
SP,andradina,41,43,1.05
SP,"artur nogueira",42,43,1.02
MG,pirapora,40,42,1.05
MG,sabara,40,42,1.05
MS,"tres lagoas",41,42,1.02
SP,mongagua,41,42,1.02
TO,araguaina,40,41,1.03
BA,"porto seguro",38,41,1.08
ES,aracruz,39,41,1.05
MG,"coronel fabriciano",41,41,1.00
MG,"ouro branco",39,41,1.05
MG,"ponte nova",39,41,1.05
MT,"varzea grande",40,41,1.03
PE,paulista,41,41,1.00
PR,umuarama,40,41,1.03
RS,esteio,41,41,1.00
BA,alagoinhas,39,40,1.03
BA,"paulo afonso",40,40,1.00
MA,imperatriz,39,40,1.03
MG,extrema,37,40,1.08
MG,"pedro leopoldo",40,40,1.00
RJ,"tres rios",38,40,1.05
RS,"sapucaia do sul",40,40,1.00
SC,cacador,40,40,1.00
SC,"sao miguel do oeste",40,40,1.00
SP,"monte mor",38,40,1.05
MG,"bom despacho",39,39,1.00
PR,cianorte,37,39,1.05
BA,eunapolis,37,38,1.03
BA,guanambi,38,38,1.00
RS,"capao da canoa",38,38,1.00
SP,"nova odessa",38,38,1.00
SP,olimpia,38,38,1.00
SP,tremembe,36,38,1.06
SP,penapolis,36,37,1.03
SP,tiete,37,37,1.00
GO,"valparaiso de goias",36,37,1.03
MG,guaxupe,31,37,1.19
MG,"para de minas",35,37,1.06
PR,"campo largo",37,37,1.00
RJ,vassouras,35,37,1.06
RN,mossoro,36,37,1.03
BA,jequie,34,36,1.06
BA,"luis eduardo magalhaes",36,36,1.00
CE,sobral,36,36,1.00
GO,"caldas novas",36,36,1.00
GO,itumbiara,36,36,1.00
MG,"sao sebastiao do paraiso",35,36,1.03
RS,alegrete,34,36,1.06
RS,"campo bom",36,36,1.00
SP,adamantina,35,36,1.03
SP,guaira,34,36,1.06
SP,pedreira,34,36,1.06
SP,"santa cruz do rio pardo",34,35,1.03
SP,"santa fe do sul",33,35,1.06
BA,valenca,32,35,1.09
CE,caucaia,35,35,1.00
CE,maracanau,33,35,1.06
MG,"santa rita do sapucai",34,35,1.03
PE,camaragibe,33,35,1.06
PR,"almirante tamandare",34,35,1.03
PR,arapongas,34,35,1.03
PR,"telemaco borba",33,35,1.06
RJ,paracambi,35,35,1.00
RS,osorio,34,35,1.03
SC,"rio do sul",33,35,1.06
SP,capivari,34,35,1.03
CE,"juazeiro do norte",34,34,1.00
GO,catalao,31,34,1.10
GO,formosa,34,34,1.00
MG,"sao lourenco",32,34,1.06
RJ,japeri,34,34,1.00
SC,imbituba,34,34,1.00
SP,mococa,32,34,1.06
SP,"monte alto",32,34,1.06
SP,"sao joaquim da barra",31,34,1.10
SP,taquaritinga,33,33,1.00
GO,luziania,30,33,1.10
MG,cataguases,32,33,1.03
MG,mariana,32,33,1.03
RJ,seropedica,32,33,1.03
RS,"cruz alta",32,33,1.03
RS,"santa rosa",30,33,1.10
MG,formiga,32,32,1.00
MG,itabirito,31,32,1.03
RJ,"santo antonio de padua",31,32,1.03
RS,"cachoeira do sul",31,32,1.03
RS,montenegro,31,32,1.03
SP,promissao,31,32,1.03
SP,ibiuna,29,31,1.07
PE,garanhuns,25,31,1.24
PR,"marechal candido rondon",29,31,1.07
RS,guaiba,29,31,1.07
SC,navegantes,29,31,1.07
BA,"santo antonio de jesus",28,30,1.07
MG,congonhas,30,30,1.00
RS,gramado,30,30,1.00
SC,gaspar,29,30,1.03
SC,tijucas,27,30,1.11
SP,cerquilho,28,30,1.07
SP,ituverava,30,30,1.00
SP,jales,27,30,1.11
SP,"santa isabel",28,30,1.07
SP,itarare,27,29,1.07
SP,mirassol,29,29,1.00
SP,orlandia,28,29,1.04
AL,arapiraca,28,29,1.04
BA,"teixeira de freitas",28,29,1.04
MG,"alem paraiba",29,29,1.00
PR,"fazenda rio grande",28,29,1.04
PR,"uniao da vitoria",27,29,1.07
RJ,"armacao dos buzios",27,29,1.07
RJ,"arraial do cabo",25,29,1.16
SC,xanxere,28,29,1.04
SP,"barra bonita",27,29,1.07
MG,piumhii,28,28,1.00
MS,corumba,28,28,1.00
MT,"primavera do leste",27,28,1.04
PR,"dois vizinhos",25,28,1.12
RJ,"miguel pereira",28,28,1.00
RJ,"rio bonito",27,28,1.04
RJ,valenca,28,28,1.00
RS,farroupilha,28,28,1.00
SC,camboriu,27,28,1.04
SC,mafra,28,28,1.00
SP,batatais,26,28,1.08
SP,"capao bonito",23,28,1.22
SP,dracena,28,28,1.00
SP,garca,28,28,1.00
SP,itapolis,28,28,1.00
SP,"porto ferreira",26,28,1.08
MG,caete,25,27,1.08
MG,carangola,25,27,1.08
MG,diamantina,27,27,1.00
PA,parauapebas,24,27,1.13
PR,cambe,27,27,1.00
PR,matinhos,25,27,1.08
PR,rolandia,27,27,1.00
SC,canoinhas,27,27,1.00
GO,mineiros,25,26,1.04
MG,brumadinho,26,26,1.00
MG,frutal,26,26,1.00
MG,"santa barbara",23,26,1.13
RS,santiago,26,26,1.00
RS,sapiranga,25,26,1.04
RS,"venancio aires",24,26,1.08
SC,indaial,26,26,1.00
SC,joacaba,26,26,1.00
SP,"campos do jordao",24,26,1.08
SP,"presidente venceslau",26,26,1.00
SP,"rio grande da serra",24,26,1.08
SP,mairinque,23,25,1.09
MG,arcos,24,25,1.04
MG,coromandel,22,25,1.14
MG,nanuque,24,25,1.04
MT,"barra do garcas",24,25,1.04
MT,caceres,25,25,1.00
PA,altamira,25,25,1.00
RS,tramandai,25,25,1.00
SC,biguacu,25,25,1.00
SP,aparecida,23,25,1.09
SP,"cachoeira paulista",25,25,1.00
BA,"dias d'avila",23,24,1.04
BA,jacobina,23,24,1.04
GO,"aguas lindas de goias",23,24,1.04
GO,trindade,24,24,1.00
MG,"monte carmelo",23,24,1.04
MT,"lucas do rio verde",24,24,1.00
MT,"tangara da serra",24,24,1.00
PR,"cornelio procopio",24,24,1.00
RJ,cordeiro,24,24,1.00
RS,carazinho,24,24,1.00
RS,"sao gabriel",23,24,1.04
SP,cravinhos,23,24,1.04
SP,holambra,23,24,1.04
SP,"ilha solteira",24,24,1.00
TO,gurupi,23,24,1.04
SP,piedade,23,23,1.00
SP,"presidente epitacio",22,23,1.05
PI,parnaiba,23,23,1.00
PR,medianeira,23,23,1.00
RJ,guapimirim,23,23,1.00
RJ,"sao fidelis",23,23,1.00
RS,vacaria,22,23,1.05
SC,garopaba,20,23,1.15
SP,"aguas de lindoia",23,23,1.00
BA,brumado,21,22,1.05
CE,aracati,22,22,1.00
MG,cambui,20,22,1.10
MG,claudio,19,22,1.16
MG,januaria,21,22,1.05
MG,oliveira,21,22,1.05
MG,pitangui,21,22,1.05
MG,salinas,22,22,1.00
MG,"santos dumont",21,22,1.05
PA,castanhal,22,22,1.00
PA,maraba,22,22,1.00
PR,castro,22,22,1.00
PR,irati,22,22,1.00
RS,marau,20,22,1.10
SP,ibitinga,22,22,1.00
SP,piracaia,21,22,1.05
SP,"porto feliz",22,22,1.00
SP,rancharia,21,22,1.05
SP,juquitiba,20,21,1.05
SP,pederneiras,21,21,1.00
SP,"sao manuel",20,21,1.05
BA,"simoes filho",21,21,1.00
ES,viana,21,21,1.00
MG,"campo belo",21,21,1.00
MG,machado,21,21,1.00
PE,"cabo de santo agostinho",21,21,1.00
RJ,"bom jesus do itabapoana",21,21,1.00
RJ,"cachoeiras de macacu",21,21,1.00
RS,ibiruba,20,21,1.05
RS,taquara,21,21,1.00
SC,curitibanos,21,21,1.00
SC,icara,21,21,1.00
MG,capelinha,20,20,1.00
MG,"monte siao",19,20,1.05
MG,"sao gotardo",20,20,1.00
MG,"tres pontas",20,20,1.00
MT,sorriso,20,20,1.00
PR,"laranjeiras do sul",19,20,1.05
RJ,"casimiro de abreu",19,20,1.05
RS,"carlos barbosa",20,20,1.00
RS,"estancia velha",19,20,1.05
RS,"santana do livramento",20,20,1.00
SC,"braco do norte",20,20,1.00
SC,timbo,17,20,1.18
SP,barrinha,17,20,1.18
SP,"paraguacu paulista",19,20,1.05
SP,"santo antonio de posse",19,20,1.05
SP,tambau,19,20,1.05
SP,guararapes,18,19,1.06
SP,jarinu,18,19,1.06
SP,"monte azul paulista",19,19,1.00
SP,"nova granada",18,19,1.06
SP,"pereira barreto",19,19,1.00
SP,piraju,18,19,1.06
SP,socorro,18,19,1.06
BA,"senhor do bonfim",18,19,1.06
CE,crato,19,19,1.00
ES,"nova venecia",17,19,1.12
MG,"espera feliz",18,19,1.06
MG,"visconde do rio branco",17,19,1.12
PA,paragominas,17,19,1.12
PI,picos,18,19,1.06
PR,jaguariaiva,19,19,1.00
PR,palmas,18,19,1.06
PR,sarandi,19,19,1.00
RJ,"iguaba grande",18,19,1.06
RJ,miracema,19,19,1.00
RJ,paraty,18,19,1.06
SP,conchal,18,19,1.06
BA,"cruz das almas",17,18,1.06
BA,itapetinga,17,18,1.06
ES,castelo,17,18,1.06
GO,goianesia,18,18,1.00
MG,bambui,18,18,1.00
MG,"barao de cocais",18,18,1.00
MG,guanhaes,18,18,1.00
MG,jacutinga,16,18,1.13
MG,sarzedo,18,18,1.00
MS,"ponta pora",16,18,1.13
MT,"agua boa",16,18,1.13
PI,floriano,17,18,1.06
PR,mandaguari,17,18,1.06
PR,"quatro barras",18,18,1.00
RJ,itatiaia,17,18,1.06
RJ,"paraiba do sul",17,18,1.06
RO,vilhena,18,18,1.00
RS,canela,18,18,1.00
RS,"dois irmaos",18,18,1.00
RS,guapore,18,18,1.00
RS,"sao borja",15,18,1.20
RS,veranopolis,18,18,1.00
SC,ararangua,18,18,1.00
SP,"bom jesus dos perdoes",17,18,1.06
SP,"bonfim paulista",18,18,1.00
SP,"cerqueira cesar",17,18,1.06
SP,"espirito santo do pinhal",18,18,1.00
SP,ipero,16,18,1.13
SP,iracemapolis,17,18,1.06
SP,palmital,17,18,1.06
SP,pitangueiras,17,18,1.06
SP,"santa rita do passa quatro",16,18,1.13
SP,viradouro,18,18,1.00
SP,"laranjal paulista",17,17,1.00
SP,"novo horizonte",16,17,1.06
SP,pompeia,17,17,1.00
SP,"santo anastacio",14,17,1.21
ES,alegre,17,17,1.00
ES,piuma,17,17,1.00
GO,posse,17,17,1.00
GO,uruacu,16,17,1.06
MA,balsas,16,17,1.06
MG,caxambu,17,17,1.00
MG,janauba,16,17,1.06
MG,leopoldina,17,17,1.00
MG,"santa vitoria",16,17,1.06
MT,juina,17,17,1.00
PA,tucurui,17,17,1.00
PE,ipojuca,16,17,1.06
PE,salgueiro,16,17,1.06
PR,jacarezinho,15,17,1.13
RJ,cantagalo,15,17,1.13
RO,ji-parana,16,17,1.06
RS,charqueadas,16,17,1.06
RS,igrejinha,17,17,1.00
RS,panambi,17,17,1.00
RS,"santo antonio da patrulha",17,17,1.00
RS,torres,16,17,1.06
SC,penha,17,17,1.00
SC,"sao francisco do sul",16,17,1.06
SP,"americo brasiliense",15,17,1.13
SP,bastos,15,17,1.13
ES,guacui,15,16,1.07
ES,marataizes,16,16,1.00
GO,inhumas,15,16,1.07
GO,"novo gama",15,16,1.07
GO,"senador canedo",16,16,1.00
MA,caxias,16,16,1.00
MG,"carmo do paranaiba",16,16,1.00
MG,"joao pinheiro",16,16,1.00
MG,manhumirim,16,16,1.00
MG,"ouro fino",16,16,1.00
MG,"santana do paraiso",16,16,1.00
MT,"campo novo do parecis",16,16,1.00
PB,patos,16,16,1.00
PR,marialva,16,16,1.00
RJ,itaocara,16,16,1.00
RJ,pirai,15,16,1.07
RS,estrela,16,16,1.00
RS,"nova prata",15,16,1.07
RS,"palmeira das missoes",15,16,1.07
SC,"barra velha",16,16,1.00
SE,itabaiana,14,16,1.14
SP,agudos,16,16,1.00
SP,cajati,16,16,1.00
SP,"candido mota",16,16,1.00
SP,cordeiropolis,16,16,1.00
SP,"osvaldo cruz",15,16,1.07
SP,"pirapora do bom jesus",14,16,1.14
SP,taquarituba,16,16,1.00
SP,junqueiropolis,14,15,1.07
SP,pariquera-acu,15,15,1.00
SP,"santa adelia",15,15,1.00
BA,serrinha,14,15,1.07
ES,"santa maria de jetiba",14,15,1.07
ES,"venda nova do imigrante",15,15,1.00
GO,ipora,14,15,1.07
MA,timon,15,15,1.00
MG,"conselheiro pena",14,15,1.07
MG,iturama,15,15,1.00
MG,"nova era",15,15,1.00
MG,paraisopolis,15,15,1.00
MG,"santo antonio do monte",15,15,1.00
MG,"sao joao nepomuceno",14,15,1.07
MS,paranaiba,14,15,1.07
PA,marituba,13,15,1.15
PE,"vitoria de santo antao",15,15,1.00
PR,lapa,15,15,1.00
PR,"rio negro",15,15,1.00
PR,"sao mateus do sul",15,15,1.00
RJ,natividade,13,15,1.15
RJ,"sao francisco de itabapoana",14,15,1.07
RJ,"sao joao da barra",15,15,1.00
RS,cangucu,14,15,1.07
RS,"eldorado do sul",13,15,1.15
RS,"sao luiz gonzaga",15,15,1.00
SC,bombinhas,15,15,1.00
SC,fraiburgo,15,15,1.00
SC,ituporanga,14,15,1.07
SC,taio,14,15,1.07
SP,bariri,15,15,1.00
SP,cunha,15,15,1.00
CE,iguatu,14,14,1.00
ES,anchieta,12,14,1.17
ES,jaguare,14,14,1.00
ES,"sao gabriel da palha",14,14,1.00
GO,morrinhos,12,14,1.17
GO,niquelandia,13,14,1.08
GO,quirinopolis,14,14,1.00
MA,"sao jose de ribamar",14,14,1.00
MG,almenara,14,14,1.00
MG,buritis,13,14,1.08
MG,divino,14,14,1.00
MG,esmeraldas,14,14,1.00
MG,itanhandu,14,14,1.00
MS,"chapadao do sul",14,14,1.00
MT,"mirassol d'oeste",14,14,1.00
PR,piraquara,14,14,1.00
RJ,"bom jardim",14,14,1.00
RJ,italva,13,14,1.08
RJ,pinheiral,13,14,1.08
RS,feliz,14,14,1.00
RS,"frederico westphalen",14,14,1.00
RS,"lagoa vermelha",13,14,1.08
RS,"rosario do sul",12,14,1.17
RS,"sao lourenco do sul",14,14,1.00
RS,teutonia,12,14,1.17
SC,"campos novos",14,14,1.00
SC,laguna,13,14,1.08
SC,"porto uniao",14,14,1.00
SE,"nossa senhora do socorro",14,14,1.00
SP,guariba,14,14,1.00
SP,iguape,14,14,1.00
SP,miguelopolis,13,14,1.08
SP,pirapozinho,13,14,1.08
SP,"santa rosa de viterbo",12,14,1.17
SP,"serra negra",14,14,1.00
SP,"vargem grande do sul",14,14,1.00
SP,ibate,12,13,1.08
SP,jardinopolis,13,13,1.00
SP,mirandopolis,12,13,1.08
SP,pontal,13,13,1.00
SP,quata,13,13,1.00
SP,"salto de pirapora",13,13,1.00
SP,"sao miguel arcanjo",12,13,1.08
SP,serrana,13,13,1.00
BA,candeias,12,13,1.08
BA,irece,12,13,1.08
BA,pojuca,13,13,1.00
BA,"santa maria da vitoria",13,13,1.00
CE,eusebio,13,13,1.00
GO,ipameri,13,13,1.00
GO,porangatu,13,13,1.00
MG,bocaiuva,12,13,1.08
MG,itapecerica,12,13,1.08
MG,"matias barbosa",12,13,1.08
MG,paraguacu,13,13,1.00
MG,sacramento,12,13,1.08
MG,taiobeiras,13,13,1.00
MG,"tres marias",12,13,1.08
MG,tupaciguara,13,13,1.00
MS,maracaju,13,13,1.00
PA,redencao,13,13,1.00
PE,igarassu,13,13,1.00
PE,"santa cruz do capibaribe",13,13,1.00
PR,bandeirantes,13,13,1.00
PR,cafelandia,12,13,1.08
PR,loanda,13,13,1.00
PR,palmeira,13,13,1.00
RJ,aperibe,13,13,1.00
RJ,"barra de sao joao",13,13,1.00
RJ,carmo,13,13,1.00
RJ,"conceicao de macabu",13,13,1.00
RJ,mangaratiba,13,13,1.00
RJ,parati,13,13,1.00
RJ,"paty do alferes",12,13,1.08
RJ,quissama,13,13,1.00
RO,ariquemes,12,13,1.08
RO,cacoal,13,13,1.00
RS,camaqua,13,13,1.00
RS,imbe,13,13,1.00
RS,ivoti,13,13,1.00
RS,"sao sebastiao do cai",12,13,1.08
SC,forquilhinha,12,13,1.08
SC,guaramirim,13,13,1.00
SC,ibirama,13,13,1.00
SC,"rio negrinho",13,13,1.00
SP,aluminio,13,13,1.00
SP,"casa branca",13,13,1.00
SP,"cesario lange",12,13,1.08
SP,descalvado,13,13,1.00
SP,"engenheiro coelho",12,13,1.08
BA,itamaraju,12,12,1.00
BA,"mata de sao joao",11,12,1.09
CE,"limoeiro do norte",11,12,1.09
CE,quixada,12,12,1.00
GO,"pires do rio",11,12,1.09
MA,"presidente dutra",12,12,1.00
MA,"santa ines",12,12,1.00
MG,abaete,12,12,1.00
MG,andradas,11,12,1.09
MG,"conceicao do mato dentro",12,12,1.00
MG,matozinhos,12,12,1.00
MG,"raul soares",11,12,1.09
MG,"sao francisco",12,12,1.00
MS,"costa rica",11,12,1.09
MT,"alta floresta",10,12,1.20
PB,cajazeiras,12,12,1.00
PE,araripina,12,12,1.00
PE,"belo jardim",12,12,1.00
PE,"sao lourenco da mata",12,12,1.00
PR,"assis chateaubriand",12,12,1.00
PR,ibipora,12,12,1.00
PR,"santo antonio da platina",11,12,1.09
RJ,mendes,12,12,1.00
RJ,"sao jose do vale do rio preto",12,12,1.00
RS,"flores da cunha",12,12,1.00
RS,parobe,12,12,1.00
RS,"santa vitoria do palmar",12,12,1.00
RS,"tres de maio",12,12,1.00
SC,itapiranga,12,12,1.00
SC,"santo amaro da imperatriz",12,12,1.00
SP,brotas,12,12,1.00
SP,chavantes,12,12,1.00
SP,itaporanga,11,12,1.09
SP,"jose bonifacio",12,12,1.00
